"sep=;"
Kunder
Forsikringsnummer;Etternavn;Fornavn;Kunde siden;Fakturaadresse;Ubetalte erstatninger
13791;5796.0;1995-08-01;3974.0;asdf;213792;3021.0;94722.0;Brennaveien 63;1984;Enebolig;Treverk;NEK;66
19229;7138.0;2005-03-18;9891.0;asdf;219230;65100.0;81122.0;Teinehaugen 100;1953;Enebolig;Treverk;NEK;127
12121;6565.0;2009-02-21;393.0;asdf;212122;57398.0;37033.0;Skrivar Wessels veg 93;1960;Enebolig;Treverk;NEK;207
10634;8004.0;2004-08-21;7891.0;asdf;210635;79789.0;66067.0;Veslefrikkveien 1;1976;Enebolig;Treverk;NEK;79
13845;142.0;1996-06-04;8154.0;asdf;213846;45153.0;1126.0;Myrveien 82;1985;Enebolig;Treverk;NEK;374
19432;6054.0;2016-08-24;3542.0;asdf;219433;41327.0;88837.0;Forushagen 73;1991;Enebolig;Treverk;NEK;457
14528;5137.0;2013-04-01;1079.0;asdf;214529;30293.0;61251.0;Engebråtan 79;2017;Enebolig;Treverk;NEK;492
10987;7427.0;2006-05-08;9759.0;asdf;210988;30756.0;10105.0;Knattenvegen 26;1959;Enebolig;Treverk;NEK;51
15663;2231.0;2009-06-22;9941.0;asdf;215664;13495.0;36266.0;Hammerbakken 44;1979;Enebolig;Treverk;NEK;294
17767;5100.0;2007-07-20;6680.0;asdf;217768;34815.0;12269.0;Håkon Sverressons veg 89;1981;Enebolig;Treverk;NEK;459
15857;4354.0;1998-11-19;2243.0;asdf;215858;18234.0;84607.0;Bings gate 47;1961;Enebolig;Treverk;NEK;423
15542;8866.0;2019-11-15;7945.0;asdf;215543;13103.0;51410.0;Rasmus Mortensens vei 26;1980;Enebolig;Treverk;NEK;177
14146;7517.0;2011-02-11;4576.0;asdf;214147;45159.0;2245.0;Hatlen 6;2007;Enebolig;Treverk;NEK;197
10542;3285.0;2010-03-18;3128.0;asdf;210543;28015.0;7064.0;Bratta 28;2008;Enebolig;Treverk;NEK;437
10760;6443.0;2001-09-28;7656.0;asdf;210761;83801.0;50878.0;Amalienborgvegen 98;2000;Enebolig;Treverk;NEK;272
16748;9509.0;2013-10-01;9606.0;asdf;216749;74488.0;3091.0;Åledalsveien 2;1996;Enebolig;Treverk;NEK;229
18254;3421.0;2019-10-03;5370.0;asdf;218255;80952.0;41758.0;Godheimveien 90;1994;Enebolig;Treverk;NEK;110
17683;9961.0;1999-04-20;7849.0;asdf;217684;36275.0;20159.0;Bjørkelia 26;2005;Enebolig;Treverk;NEK;52
12632;4022.0;2012-01-03;8601.0;asdf;212633;32261.0;79945.0;Rødborge 49;2011;Enebolig;Treverk;NEK;63
14617;5012.0;2014-06-20;5504.0;asdf;214618;28346.0;23825.0;Skolegata 35;1979;Enebolig;Treverk;NEK;104
17668;1758.0;2004-02-22;2947.0;asdf;217669;83179.0;81450.0;Tampereveien 92;1950;Enebolig;Treverk;NEK;418
11756;2509.0;1998-12-17;3547.0;asdf;211757;75472.0;64155.0;Eventyrvegen 73;2003;Enebolig;Treverk;NEK;411
13136;259.0;2010-05-14;8931.0;asdf;213137;41217.0;22399.0;Solfjellstubben 48;1952;Enebolig;Treverk;NEK;387
12732;5971.0;1997-01-23;1599.0;asdf;212733;46743.0;4079.0;Karisvingen 9;2008;Enebolig;Treverk;NEK;162
12832;2097.0;2013-01-26;935.0;asdf;212833;35860.0;66785.0;Korten 24;1975;Enebolig;Treverk;NEK;133
16871;4255.0;2018-04-11;3629.0;asdf;216872;73906.0;9262.0;Hjørnerødgata 19;1962;Enebolig;Treverk;NEK;186
19735;5026.0;2017-12-11;1127.0;asdf;219736;43328.0;70844.0;Rasmus Mortensens vei 46;1973;Enebolig;Treverk;NEK;73
17625;6654.0;2000-03-05;7163.0;asdf;217626;40749.0;24800.0;Laura Gundersens gate 20;1973;Enebolig;Treverk;NEK;470
12773;7927.0;2001-02-10;5670.0;asdf;212774;26035.0;99312.0;Kyrkslettvegen 79;2007;Enebolig;Treverk;NEK;375
16873;4298.0;1999-08-23;1314.0;asdf;216874;30597.0;17516.0;Bjerkastien 97;1985;Enebolig;Treverk;NEK;323
16266;3355.0;2005-09-02;6630.0;asdf;216267;65688.0;88769.0;Hans Holens gate 90;2018;Enebolig;Treverk;NEK;464
11685;648.0;2006-05-12;3369.0;asdf;211686;55323.0;11331.0;Havreveien 29;1994;Enebolig;Treverk;NEK;151
10021;6495.0;2010-03-27;3612.0;asdf;210022;10650.0;66169.0;Norderhovgata 60;1961;Enebolig;Treverk;NEK;359
10181;1861.0;2017-06-11;7270.0;asdf;210182;29379.0;30041.0;Forushagen 57;2019;Enebolig;Treverk;NEK;54
15363;5198.0;2016-01-22;764.0;asdf;215364;4681.0;9916.0;Nørstrudvegen 21;1988;Enebolig;Treverk;NEK;109
17660;5076.0;2017-11-07;7390.0;asdf;217661;69870.0;87484.0;Tinnstien 89;1956;Enebolig;Treverk;NEK;173
13963;1093.0;2018-08-20;7961.0;asdf;213964;17459.0;62304.0;Rasmusbakken 80;1978;Enebolig;Treverk;NEK;24
17713;4742.0;2008-12-28;3674.0;asdf;217714;61894.0;16278.0;Lifjellveien 60;2013;Enebolig;Treverk;NEK;272
16516;1707.0;2012-01-17;3169.0;asdf;216517;89262.0;72267.0;Hansøyveien 71;1997;Enebolig;Treverk;NEK;409
15980;1396.0;2007-02-18;4103.0;asdf;215981;73470.0;58559.0;Stridestraumvegen 58;1958;Enebolig;Treverk;NEK;342
13117;7007.0;2004-07-21;5006.0;asdf;213118;51918.0;60078.0;Torsborgveien 1;1978;Enebolig;Treverk;NEK;217
14144;8219.0;1998-12-16;5870.0;asdf;214145;84692.0;70772.0;Brattvollveien 28;1988;Enebolig;Treverk;NEK;337
19318;8598.0;2019-11-21;9378.0;asdf;219319;73888.0;11767.0;Lundveien 45;1956;Enebolig;Treverk;NEK;335
12301;9024.0;1995-06-14;525.0;asdf;212302;5479.0;82059.0;Thora Meyers gate 87;1959;Enebolig;Treverk;NEK;171
18724;2215.0;2013-07-28;3382.0;asdf;218725;80585.0;86009.0;Kamfjordlia 34;1984;Enebolig;Treverk;NEK;273
16433;9018.0;2010-03-28;2414.0;asdf;216434;5962.0;60509.0;Veslefrikkveien 98;2010;Enebolig;Treverk;NEK;44
12541;283.0;2016-07-21;8985.0;asdf;212542;14112.0;79000.0;Nordbø 66;1975;Enebolig;Treverk;NEK;259
11916;6205.0;1996-03-09;6677.0;asdf;211917;36006.0;31241.0;Strømsveien 44;1976;Enebolig;Treverk;NEK;364
15484;2800.0;2018-08-23;5642.0;asdf;215485;21611.0;9040.0;Langårdvegen 63;1980;Enebolig;Treverk;NEK;256
10412;6825.0;2014-09-19;4439.0;asdf;210413;45236.0;17815.0;Henrik Steffens gate 99;2003;Enebolig;Treverk;NEK;208
18265;1416.0;1995-08-11;821.0;asdf;218266;71921.0;56070.0;Lars Hofstads veg 25;1988;Enebolig;Treverk;NEK;458
15876;1593.0;2016-02-19;6053.0;asdf;215877;38064.0;781.0;Østgårds vei 62;1979;Enebolig;Treverk;NEK;224
19131;9363.0;2007-06-26;4460.0;asdf;219132;44437.0;83687.0;Holsts gate 34;1994;Enebolig;Treverk;NEK;140
13055;1939.0;2017-12-20;7281.0;asdf;213056;69365.0;19204.0;Grenaderveien 42;1953;Enebolig;Treverk;NEK;215
17634;242.0;1995-05-10;8807.0;asdf;217635;88534.0;2933.0;Vassåsveien 13;1975;Enebolig;Treverk;NEK;67
16447;8853.0;2008-01-16;4989.0;asdf;216448;45115.0;32759.0;Kampens plass 33;1999;Enebolig;Treverk;NEK;100
17133;7568.0;1997-05-05;9192.0;asdf;217134;29756.0;11804.0;Bjørnsons gate 43;2019;Enebolig;Treverk;NEK;223
10816;3371.0;2003-11-13;6908.0;asdf;210817;70074.0;66603.0;Vestbysvingen 44;2000;Enebolig;Treverk;NEK;324
17733;7939.0;2000-10-01;1887.0;asdf;217734;91920.0;99228.0;Øvre Bjørkåsen 61;1960;Enebolig;Treverk;NEK;397
18836;7380.0;2010-11-27;6882.0;asdf;218837;73021.0;47620.0;Linderudveien 73;1987;Enebolig;Treverk;NEK;416
19225;989.0;2019-01-22;3616.0;asdf;219226;98581.0;22178.0;Sletteheia 4;1974;Enebolig;Treverk;NEK;181
15500;2859.0;2003-02-07;3896.0;asdf;215501;80467.0;61825.0;Bekkefaret 52;1988;Enebolig;Treverk;NEK;296
14088;6972.0;1997-04-22;7832.0;asdf;214089;58230.0;74462.0;Buråsveien 23;1988;Enebolig;Treverk;NEK;110
14476;3123.0;2015-10-02;5381.0;asdf;214477;58689.0;79205.0;Europaveien 91;1975;Enebolig;Treverk;NEK;183
17310;1469.0;2012-01-07;3757.0;asdf;217311;33535.0;31607.0;Barkvegen 36;1981;Enebolig;Treverk;NEK;287
19359;5251.0;2005-10-01;670.0;asdf;219360;78498.0;95277.0;Anders Rørholts vei 75;1964;Enebolig;Treverk;NEK;218
13260;6355.0;2014-01-25;6278.0;asdf;213261;10871.0;38360.0;Søsterveien 53;1973;Enebolig;Treverk;NEK;123
17373;8767.0;2018-07-07;3740.0;asdf;217374;11909.0;88488.0;Balders gate 1;2018;Enebolig;Treverk;NEK;329
12072;6967.0;2004-02-24;3316.0;asdf;212073;9320.0;39017.0;Skavhaugen 6;2010;Enebolig;Treverk;NEK;187
18131;8770.0;2013-05-26;9102.0;asdf;218132;90484.0;34329.0;Vesthagen 26;1995;Enebolig;Treverk;NEK;434
19294;3477.0;2003-12-25;3027.0;asdf;219295;68002.0;48728.0;Vestheimgata 98;1976;Enebolig;Treverk;NEK;459
15987;2820.0;2018-02-11;7431.0;asdf;215988;48233.0;28852.0;Jongskollen 56;1963;Enebolig;Treverk;NEK;429
18221;8791.0;2005-12-18;5296.0;asdf;218222;20612.0;36118.0;Kvitlingveien 72;2015;Enebolig;Treverk;NEK;332
15877;5825.0;2017-06-25;3877.0;asdf;215878;47041.0;40260.0;Merkurveien 60;1990;Enebolig;Treverk;NEK;38
10123;7012.0;2013-07-26;4597.0;asdf;210124;17138.0;65655.0;Hvervenenga 27;1977;Enebolig;Treverk;NEK;124
17567;7977.0;2014-02-02;4546.0;asdf;217568;24069.0;47671.0;Vesterveien 42;2010;Enebolig;Treverk;NEK;55
16047;231.0;2002-01-23;8259.0;asdf;216048;23860.0;51891.0;Grønli allé 7;1955;Enebolig;Treverk;NEK;355
19845;3482.0;2007-12-19;6351.0;asdf;219846;74124.0;37623.0;Merkurveien 2;1990;Enebolig;Treverk;NEK;303
11424;3478.0;2013-11-05;4096.0;asdf;211425;3934.0;10911.0;Hunstein 50;2008;Enebolig;Treverk;NEK;195
16374;4179.0;2011-05-07;5959.0;asdf;216375;23481.0;55445.0;Nordeidstølen 89;1998;Enebolig;Treverk;NEK;217
19096;6900.0;2007-09-25;7494.0;asdf;219097;79875.0;32884.0;Sørflåtveien 81;1992;Enebolig;Treverk;NEK;255
17402;7935.0;2001-05-07;6517.0;asdf;217403;41235.0;58521.0;Vennelystveien 21;1980;Enebolig;Treverk;NEK;23
19706;869.0;2003-05-21;3273.0;asdf;219707;42234.0;209.0;Bevervegen 27;1966;Enebolig;Treverk;NEK;71
15053;5754.0;2006-08-15;7632.0;asdf;215054;85334.0;48256.0;Østre Aspehaug 44;1993;Enebolig;Treverk;NEK;93
18587;6241.0;2005-11-06;280.0;asdf;218588;88572.0;44933.0;Kanefarten 14;1979;Enebolig;Treverk;NEK;380
17002;6767.0;2011-11-21;2207.0;asdf;217003;3972.0;5288.0;Myrlandsvegen 79;2000;Enebolig;Treverk;NEK;265
16877;6563.0;2013-03-13;6587.0;asdf;216878;20717.0;58059.0;Tegeveien 2;1982;Enebolig;Treverk;NEK;250
10154;149.0;2018-08-15;6276.0;asdf;210155;39655.0;19770.0;Åttringsveien 52;1995;Enebolig;Treverk;NEK;462
17168;7291.0;2001-01-12;9530.0;asdf;217169;71850.0;72918.0;Knut Glomsaas' vei 7;2009;Enebolig;Treverk;NEK;434
14629;6796.0;2014-07-20;8021.0;asdf;214630;78822.0;28226.0;Skolegata 84;1973;Enebolig;Treverk;NEK;119
17877;7386.0;2010-09-17;8086.0;asdf;217878;44710.0;36709.0;Hestengbakken 36;1981;Enebolig;Treverk;NEK;471
14146;8882.0;2012-06-19;8320.0;asdf;214147;79819.0;86234.0;Kragstadveien 96;2003;Enebolig;Treverk;NEK;375
12499;5212.0;2012-03-10;7674.0;asdf;212500;76654.0;87855.0;Herman Døhlens vei 56;2001;Enebolig;Treverk;NEK;386
19017;113.0;1998-09-24;7876.0;asdf;219018;82762.0;72493.0;Frits Thaulows gate 43;1973;Enebolig;Treverk;NEK;127
11230;3032.0;2019-02-11;1602.0;asdf;211231;96609.0;14557.0;Holsts gate 95;1973;Enebolig;Treverk;NEK;407
18561;1896.0;2000-12-16;1810.0;asdf;218562;34020.0;18250.0;Frits Thaulows gate 13;1967;Enebolig;Treverk;NEK;474
11894;7768.0;2018-05-18;4663.0;asdf;211895;97612.0;3383.0;Anton Borchs veg 68;1956;Enebolig;Treverk;NEK;208
16613;929.0;2008-09-03;9085.0;asdf;216614;62315.0;9429.0;Haakon Sæthres vei 74;2010;Enebolig;Treverk;NEK;439
15428;7918.0;2012-11-12;4399.0;asdf;215429;11553.0;55542.0;Tordenskiolds gate 66;2011;Enebolig;Treverk;NEK;25
14143;3207.0;2008-03-01;6555.0;asdf;214144;90673.0;85542.0;Parkveien 77;2011;Enebolig;Treverk;NEK;245
17564;8341.0;2018-12-14;7949.0;asdf;217565;35896.0;7180.0;Kolleveien 48;2009;Enebolig;Treverk;NEK;295
19720;3455.0;2014-12-04;2703.0;asdf;219721;95938.0;89975.0;Nordre Skuteviksveien 7;1986;Enebolig;Treverk;NEK;327
14235;9732.0;2012-05-13;4338.0;asdf;214236;1795.0;35949.0;Kolleveien 100;2016;Enebolig;Treverk;NEK;294
10836;3084.0;2010-04-21;7574.0;asdf;210837;68347.0;811.0;Drøsshaugan 62;2008;Enebolig;Treverk;NEK;481
14675;623.0;2010-02-11;7721.0;asdf;214676;71479.0;69399.0;Møllervegen 16;1953;Enebolig;Treverk;NEK;261
12190;1052.0;2008-03-21;193.0;asdf;212191;13227.0;19428.0;Nordkapps gate 34;1971;Enebolig;Treverk;NEK;262
14156;9546.0;2010-04-22;8912.0;asdf;214157;53532.0;93741.0;Venus vei 9;2001;Enebolig;Treverk;NEK;168
14048;8827.0;2007-11-04;5053.0;asdf;214049;93220.0;17323.0;Mauds vei 64;1951;Enebolig;Treverk;NEK;213
10806;7830.0;2010-08-14;4142.0;asdf;210807;9917.0;14089.0;Kvernhusmyrane 17;1979;Enebolig;Treverk;NEK;106
14769;1421.0;2006-05-23;7794.0;asdf;214770;52517.0;4901.0;Brennavegen 43;1957;Enebolig;Treverk;NEK;470
10539;9799.0;2016-09-09;5314.0;asdf;210540;53690.0;21050.0;Gravdalsveien 43;2004;Enebolig;Treverk;NEK;422
10328;3598.0;2005-12-20;7378.0;asdf;210329;41414.0;96111.0;Åttringsveien 93;1973;Enebolig;Treverk;NEK;289
18602;4440.0;2008-10-17;1979.0;asdf;218603;6924.0;60900.0;Meklenborgåsen 49;1992;Enebolig;Treverk;NEK;164
15748;9971.0;2001-07-01;9678.0;asdf;215749;65258.0;57450.0;Vihantis vei 51;1962;Enebolig;Treverk;NEK;285
14137;8030.0;2015-08-27;8988.0;asdf;214138;93130.0;31565.0;Havnebakken 93;1953;Enebolig;Treverk;NEK;312
12896;725.0;1999-02-21;891.0;asdf;212897;57659.0;14846.0;Trimveien 97;2010;Enebolig;Treverk;NEK;498
10628;2406.0;2008-07-01;9235.0;asdf;210629;60061.0;23055.0;Buråsveien 47;1961;Enebolig;Treverk;NEK;288
12973;5683.0;1996-10-26;1599.0;asdf;212974;19502.0;89254.0;Øyern plass 23;1986;Enebolig;Treverk;NEK;140
14789;4642.0;2003-03-01;659.0;asdf;214790;27479.0;58995.0;Barbugårdsveien 24;2004;Enebolig;Treverk;NEK;302
19348;7894.0;2006-11-03;868.0;asdf;219349;44432.0;53035.0;Sollivegen 35;1967;Enebolig;Treverk;NEK;458
17897;9653.0;2005-05-22;7606.0;asdf;217898;74951.0;29660.0;Kroken 5;1962;Enebolig;Treverk;NEK;167
19568;2915.0;2002-03-18;7866.0;asdf;219569;94858.0;33042.0;Tegeveien 14;2018;Enebolig;Treverk;NEK;294
18312;3723.0;2003-08-01;3083.0;asdf;218313;82628.0;47703.0;Merkurveien 89;1960;Enebolig;Treverk;NEK;78
19050;5252.0;1999-09-22;3858.0;asdf;219051;51918.0;46375.0;Mørkvedtråkket 9;1973;Enebolig;Treverk;NEK;211
18379;6861.0;2015-07-01;8331.0;asdf;218380;78675.0;28682.0;Eikornrødvegen Sør 82;1971;Enebolig;Treverk;NEK;273
18788;8389.0;1997-08-28;8705.0;asdf;218789;62638.0;40482.0;Grensevegen 28;2005;Enebolig;Treverk;NEK;364
11643;8926.0;2006-03-20;6180.0;asdf;211644;31540.0;68486.0;Høybødalen 52;1989;Enebolig;Treverk;NEK;492
13660;7885.0;2016-09-15;1201.0;asdf;213661;74799.0;67656.0;Poppelveien 91;1954;Enebolig;Treverk;NEK;139
13922;3631.0;2018-05-20;3735.0;asdf;213923;43136.0;33077.0;Oppsaltoppen 51;1976;Enebolig;Treverk;NEK;165
19788;6065.0;1995-08-17;1254.0;asdf;219789;78583.0;39975.0;Bjørkelia 6;2007;Enebolig;Treverk;NEK;367
18907;5920.0;1999-04-01;3158.0;asdf;218908;80172.0;1618.0;Hvalsveien 51;1984;Enebolig;Treverk;NEK;321
12177;4464.0;1996-10-03;8287.0;asdf;212178;49970.0;13613.0;Sidsel Sidsærks vei 68;1996;Enebolig;Treverk;NEK;77
13156;6118.0;2001-07-15;1416.0;asdf;213157;54114.0;82042.0;Møllervegen 72;1990;Enebolig;Treverk;NEK;269
15386;4808.0;2004-12-25;9984.0;asdf;215387;26731.0;37880.0;Stuffen 2;1958;Enebolig;Treverk;NEK;456
10661;9069.0;2006-02-03;4160.0;asdf;210662;52588.0;52069.0;Hatlen 84;2019;Enebolig;Treverk;NEK;46
12013;6338.0;2013-06-28;8048.0;asdf;212014;7669.0;41719.0;Eikelia 60;2009;Enebolig;Treverk;NEK;129
10007;3929.0;2010-06-17;8547.0;asdf;210008;92517.0;81018.0;Ole L. Kolstads veg 33;1964;Enebolig;Treverk;NEK;265
15960;4590.0;2000-03-12;2223.0;asdf;215961;95365.0;13933.0;Granholmlia 92;2014;Enebolig;Treverk;NEK;267
11154;7367.0;1997-10-14;9650.0;asdf;211155;68766.0;29553.0;Bakkegata 42;1970;Enebolig;Treverk;NEK;188
12147;4665.0;2008-08-28;3683.0;asdf;212148;43061.0;1930.0;Dvergveien 39;1964;Enebolig;Treverk;NEK;413
13505;7491.0;2010-03-16;5865.0;asdf;213506;54820.0;41633.0;Barbugårdsveien 49;1980;Enebolig;Treverk;NEK;130
12559;6576.0;1998-02-13;8960.0;asdf;212560;61953.0;5602.0;Lille Frogner allé 2;1974;Enebolig;Treverk;NEK;170
12958;512.0;2008-04-15;4412.0;asdf;212959;54111.0;38025.0;Harestien 49;1955;Enebolig;Treverk;NEK;454
11890;7418.0;2010-06-23;8964.0;asdf;211891;72870.0;99549.0;Lilletorget 19;1956;Enebolig;Treverk;NEK;237
12840;4666.0;2008-05-23;1007.0;asdf;212841;94421.0;33583.0;Nesbukta 24;1975;Enebolig;Treverk;NEK;148
19739;7518.0;2015-03-11;1522.0;asdf;219740;47720.0;13902.0;Lillealteren 59;1979;Enebolig;Treverk;NEK;384
19144;3057.0;2014-06-28;7442.0;asdf;219145;37692.0;97263.0;Hvalsveien 47;2015;Enebolig;Treverk;NEK;387
16641;8904.0;2005-12-28;6008.0;asdf;216642;57501.0;48014.0;Meklenborgåsen 25;1973;Enebolig;Treverk;NEK;273
17503;598.0;2008-09-23;3130.0;asdf;217504;15782.0;41464.0;Båtsmannsveien 36;1982;Enebolig;Treverk;NEK;114
12191;3245.0;2002-10-01;4615.0;asdf;212192;78841.0;98902.0;Sædalsvegen 95;2006;Enebolig;Treverk;NEK;361
14980;3652.0;2005-05-19;2683.0;asdf;214981;88328.0;4744.0;Skogholtet 70;1976;Enebolig;Treverk;NEK;34
12082;9500.0;1995-12-01;8687.0;asdf;212083;93336.0;70288.0;Nesahaugen 71;1956;Enebolig;Treverk;NEK;215
19989;6400.0;2019-08-01;4276.0;asdf;219990;81532.0;31693.0;Th.Kittelsens gate 40;1976;Enebolig;Treverk;NEK;233
12248;8860.0;2005-02-21;1065.0;asdf;212249;50233.0;58465.0;Måmyrstien 5;1970;Enebolig;Treverk;NEK;139
10716;5595.0;2017-02-03;3011.0;asdf;210717;66849.0;39360.0;Bekkefaret 75;1961;Enebolig;Treverk;NEK;55
18659;3007.0;2012-05-13;1139.0;asdf;218660;19075.0;80541.0;Granliveien 32;1993;Enebolig;Treverk;NEK;434
18715;6898.0;2005-10-04;6681.0;asdf;218716;69026.0;55598.0;Skulgamvegen 25;1970;Enebolig;Treverk;NEK;57
16377;5298.0;2018-09-08;1361.0;asdf;216378;97685.0;54784.0;Rolandvegen 68;1995;Enebolig;Treverk;NEK;46
19504;3694.0;1997-05-28;4360.0;asdf;219505;93761.0;10172.0;Alexander Holsts veg 67;2001;Enebolig;Treverk;NEK;126
12987;5681.0;2002-12-14;2351.0;asdf;212988;28422.0;46137.0;Skarpsnogata 54;1993;Enebolig;Treverk;NEK;28
19187;2929.0;2002-05-28;8250.0;asdf;219188;27287.0;55566.0;Kvernhusmyrane 57;2013;Enebolig;Treverk;NEK;292
15633;9571.0;1998-12-04;100.0;asdf;215634;30668.0;40907.0;Granneslia 21;1961;Enebolig;Treverk;NEK;127
12110;4552.0;2014-04-02;3963.0;asdf;212111;94421.0;85815.0;Anders Liaklevs veg 31;2004;Enebolig;Treverk;NEK;42
19304;1749.0;2018-01-08;1584.0;asdf;219305;20419.0;48699.0;Krokstien 87;1973;Enebolig;Treverk;NEK;128
10196;5114.0;2015-10-14;1675.0;asdf;210197;51945.0;50018.0;Kronprins Olavs allé 23;2013;Enebolig;Treverk;NEK;169
16885;4049.0;2002-02-16;7071.0;asdf;216886;32869.0;78874.0;Eldøyane 13;1996;Enebolig;Treverk;NEK;214
14148;813.0;2019-09-07;796.0;asdf;214149;52830.0;16181.0;Sentroveien 73;1957;Enebolig;Treverk;NEK;419
14944;1427.0;2017-06-23;3845.0;asdf;214945;14769.0;15059.0;Olav Kyrres plass 93;2014;Enebolig;Treverk;NEK;215
14721;8530.0;2017-06-25;2022.0;asdf;214722;42092.0;51549.0;Vannposten 82;2007;Enebolig;Treverk;NEK;252
11629;2780.0;2013-12-07;6257.0;asdf;211630;8616.0;59922.0;Aabys gate 63;1957;Enebolig;Treverk;NEK;328
10955;869.0;2009-04-27;4369.0;asdf;210956;82670.0;43623.0;Lunden 85;1978;Enebolig;Treverk;NEK;312
13806;1626.0;2014-01-15;9222.0;asdf;213807;88482.0;55085.0;Solegårdsveien 57;2016;Enebolig;Treverk;NEK;329
19708;7294.0;2002-04-20;6457.0;asdf;219709;31352.0;20871.0;Steinurbakken 10;2002;Enebolig;Treverk;NEK;186
16338;4510.0;1997-09-23;7002.0;asdf;216339;59616.0;10741.0;Tømtebakken 14;1969;Enebolig;Treverk;NEK;441
13766;3266.0;2012-01-14;2311.0;asdf;213767;9742.0;13446.0;Magnus Lagabøters veg 30;1981;Enebolig;Treverk;NEK;59
16769;8715.0;1998-03-04;1511.0;asdf;216770;46286.0;95005.0;Havnebakken 15;1965;Enebolig;Treverk;NEK;353
10980;3249.0;2019-10-07;6256.0;asdf;210981;50850.0;5579.0;Matrosvegen 93;1978;Enebolig;Treverk;NEK;208
11608;2566.0;2005-02-16;896.0;asdf;211609;70563.0;44246.0;Rokkahaugen 18;1950;Enebolig;Treverk;NEK;193
10719;4311.0;2018-04-12;8798.0;asdf;210720;9082.0;59345.0;Hasselveien 97;2015;Enebolig;Treverk;NEK;144
10947;3538.0;2017-08-02;5841.0;asdf;210948;7548.0;70058.0;Grenseveien 22;1973;Enebolig;Treverk;NEK;58
18050;4149.0;2018-09-26;4906.0;asdf;218051;96108.0;20664.0;Tetenveien 11;1954;Enebolig;Treverk;NEK;237
12909;6995.0;2019-09-11;3821.0;asdf;212910;12950.0;54037.0;Bakaasen 73;2001;Enebolig;Treverk;NEK;307
11832;6374.0;1997-07-11;6324.0;asdf;211833;53274.0;3134.0;Bahustunet 78;1987;Enebolig;Treverk;NEK;442
17147;3549.0;2015-04-22;9645.0;asdf;217148;87116.0;33777.0;Grønli allé 18;1983;Enebolig;Treverk;NEK;190
19039;9856.0;2008-01-17;9661.0;asdf;219040;57506.0;37429.0;Lunas vei 41;1977;Enebolig;Treverk;NEK;214
14711;9893.0;2016-09-08;2453.0;asdf;214712;84895.0;91180.0;Brakkebakken 28;1999;Enebolig;Treverk;NEK;288
18183;444.0;1998-05-07;6728.0;asdf;218184;99052.0;56383.0;Rolandstredet 77;2008;Enebolig;Treverk;NEK;315
13216;5276.0;2004-04-08;3474.0;asdf;213217;43202.0;90421.0;Ditlev Bloms veg 33;1970;Enebolig;Treverk;NEK;354
18683;2069.0;1995-06-18;2280.0;asdf;218684;21335.0;53105.0;Oksenøyveien 45;1999;Enebolig;Treverk;NEK;329
19723;581.0;2001-04-15;8606.0;asdf;219724;23923.0;3987.0;Vammatoppen 64;1981;Enebolig;Treverk;NEK;322
13690;6146.0;1995-02-10;4535.0;asdf;213691;65841.0;2085.0;Dr. Backers veg 32;1998;Enebolig;Treverk;NEK;70
15852;8601.0;2010-01-02;2236.0;asdf;215853;95337.0;3654.0;Stuffen 33;1954;Enebolig;Treverk;NEK;429
16687;4285.0;2005-07-22;5774.0;asdf;216688;67928.0;29607.0;Verftsveien 70;1999;Enebolig;Treverk;NEK;455
14089;4387.0;2004-08-14;7483.0;asdf;214090;15539.0;29864.0;Mitzellsmauet 94;1951;Enebolig;Treverk;NEK;258
16098;194.0;1995-12-18;3530.0;asdf;216099;42999.0;866.0;Lillealteren 96;1989;Enebolig;Treverk;NEK;43
15896;8656.0;2005-04-10;3235.0;asdf;215897;20468.0;73578.0;Kampens plass 64;1985;Enebolig;Treverk;NEK;137
13409;427.0;1997-07-25;8497.0;asdf;213410;80105.0;8401.0;Rådyrstien 91;2002;Enebolig;Treverk;NEK;115
11462;4239.0;2005-06-26;6174.0;asdf;211463;17597.0;47322.0;Myrlandsvegen 23;1953;Enebolig;Treverk;NEK;344
15078;5882.0;2012-04-08;9567.0;asdf;215079;86172.0;14020.0;Vikens gate 28;1988;Enebolig;Treverk;NEK;125
19563;5002.0;2000-04-02;5260.0;asdf;219564;58046.0;79243.0;Vikens gate 92;1990;Enebolig;Treverk;NEK;210
15612;7038.0;2001-05-19;4141.0;asdf;215613;13459.0;61936.0;Nansenveien 75;1987;Enebolig;Treverk;NEK;489
16009;799.0;2006-12-03;1144.0;asdf;216010;6555.0;45471.0;Haugsåsen 96;1958;Enebolig;Treverk;NEK;469
12229;297.0;2009-12-09;7816.0;asdf;212230;45456.0;87190.0;Vardeveien 85;1967;Enebolig;Treverk;NEK;215
12628;4781.0;2012-01-11;7918.0;asdf;212629;76264.0;11432.0;Trygves vei 57;1967;Enebolig;Treverk;NEK;153
11457;9454.0;2009-12-25;5128.0;asdf;211458;37644.0;91334.0;Olav Kyrres plass 64;1957;Enebolig;Treverk;NEK;95
13302;9942.0;2001-08-26;132.0;asdf;213303;34574.0;98642.0;Snarrønningveien 47;2002;Enebolig;Treverk;NEK;175
17426;4993.0;2006-12-14;3560.0;asdf;217427;57045.0;60987.0;Peterhofveien 93;1954;Enebolig;Treverk;NEK;39
