sep=;
Kunder
Forsikringsnummer;Etternavn;Fornavn;Kunde siden;Fakturaadresse;Ubetalte erstatninger
15323;Larsen;Leah;2004-3-11;Skogveien 98;68695.0
15324;Thomassen;Maciej;2008-12-19;Johannes Minsaas' veg 29;83035.0
15325;Pedersen;Simen;2011-7-26;Solbakken 25;86536.0
15326;Alme;Martine;1998-9-18;Faunveien 89;17387.0
15327;Fonn;Tobias;2007-1-28;Lunden 24;6570.0
15328;Danielsen;Line;2017-6-22;Kamperhauggata 85;88497.0
15329;Kolstad;Thea;1995-9-24;Vaglefjellskogen 5;20957.0
15330;Linge;Jakob;2004-1-12;Stallane 21;45547.0
15331;Lian;Amelia;2012-4-25;Sleggeveien 82;12451.0
15332;Stene;Eirik;2000-5-27;Lundevegen 21;72699.0
15333;Mellemstrand;Jonas;2009-7-27;Ole Irgens vei 81;72087.0
15334;Lien;Mathea;2009-6-20;Knut Glomsaas' vei 91;19015.0
15335;Enoksen;Eliah;2000-9-26;Hvalsveien 81;76033.0
15336;Eliassen;Agathe;2004-4-19;Sjøvegen 90;59242.0
15337;Nordeng;Vebjørn;1996-3-6;Eckmannsbakken 33;97610.0
15338;Lund;Phillip;2014-1-4;Hvervenenga 29;48826.0
15339;Smith;Lukas;2015-7-18;Grannesarmen 10;32176.0
15340;Solvoll;Sara;2010-7-26;Riegelsbakken 46;5454.0
15341;Forsmo;Falk;2008-11-25;Vintervegen 40;2208.0
15342;Gregersen;Felix;1997-7-8;Solbergveien 3;29618.0
15343;Jørgensen;Casper;2005-0-5;Longhammarvegen 18;57462.0
15344;Digre;Mie;2009-11-12;Filips gate 22;98002.0
15345;Severinsen;Malin;2007-12-12;Torevågvegen 97;18400.0
15346;Nordengen;Maria;2007-1-10;Morildvegen 69;82969.0
15347;Skjerven;Angela;2014-10-18;Tegebærveien 61;11041.0
15348;Flåten;Markus;1996-8-13;Elvromvegen 99;1153.0
15349;Lillevik;Jonas;2010-12-24;Øvre Bjørkåsen 18;58905.0
15350;Øren;Frida;2002-10-13;Myrvoldvegen 15;88876.0
15351;Pettersen;Lene;2008-12-21;Skolegata 70;34433.0
15352;Terjesen;Ingrid;2006-12-14;Bjørkelunden 37;94094.0
15353;Knudsen;Ingeborg;1995-1-18;Vibeveien 53;65840.0
15354;Haugland;Mathias;2000-7-24;Ramsays gate 44;96560.0
15355;Vonheim;Henrik;1997-0-7;Åkredalen 24;82141.0
15356;Kristensen;Sofia;2006-7-4;Økrigata 62;81150.0
15357;Farstad;Viktoria;2015-9-5;Dagmarbakken 98;84001.0
15358;Røvik;Amalie;2012-12-19;Holeberget 74;70238.0
15359;Andreassen;Ingeborg;2009-8-8;Sagberget 68;75040.0
15360;Haugen;Daniel;2012-7-28;Lomviveien 74;29974.0
15361;Jensen;Darin;2015-9-24;Øraveien 75;55596.0
15362;Halland;Selin;2004-3-11;Linderudveien 22;13833.0
15363;Sakshaug;Jonas;2001-1-22;Granliveien 37;38589.0
15364;Eilertsen;Fredrik;2015-12-18;Hannibalveien 1;86720.0
15365;Kristiansen;Phillip;2014-7-9;Ruths vei 11;70332.0
15366;Moen;Alvilde;2001-9-16;Vibeveien 54;92723.0
15367;Fosse;Sunniva;2008-9-28;Buergrenda 59;29859.0
15368;Tharaldsen;Karoline;1997-4-7;Fjellvåkvegen 70;90227.0
15369;Pedersen;Kian;1999-4-20;Valbeinet 95;93776.0
15370;Andreassen;Kaya;2005-3-18;Schweigaards gate 16;76589.0
15371;Bakker;Astrid;2010-6-28;Christen Andersens veg 15;72066.0
15372;Tysnes;Julie;2014-10-17;Østhellinga 2;43140.0
15373;Hansen;Nora;2012-6-11;Solstien 91;9683.0
15374;Sørensen;Selma;2000-6-9;Bratta 52;46679.0
15375;Nyheim;Amalie;2009-12-2;Scottsborg 55;39505.0
15376;Hella;Frida;2019-8-17;Albert Moens veg 22;70095.0
15377;Pedersen;Ayman;1996-2-11;Iduns veg 1;81942.0
15378;Rønning;Ingeborg;2019-9-9;Ellefs vei 86;19535.0
15379;Henriksen;Patryk;2009-6-24;Langelandsvegen 31;11183.0
15380;Braathen;Julian;2008-12-4;Fekjan 2;24367.0
15381;Henriksen;Lucas;2000-9-25;Matrosvegen 72;57836.0
15382;Svihus;Ulrik;2017-12-9;Signalvegen 27;1038.0
15383;Hanssen;Alicja;1997-9-20;Grankollen 67;93871.0
15384;Sara;Helene;2004-10-9;Meatjønnshaugen 77;39506.0
15385;Lea;Pernille;2006-0-5;Vardehaugveien 96;96876.0
15386;Ulvund;Hanna;2013-9-26;Hansøyveien 70;57465.0
15387;Nilsen;Nils;2004-12-5;Bjerkelivegen 94;86288.0
15388;Nilssen;Max;1996-12-11;Skårgangen 25;43952.0
15389;Nilsen;Ulrik;1998-11-2;Apotekerveien 35;3099.0
15390;Sveen;Torben;2015-1-7;Englandsvegen 95;11585.0
15391;Halvorsen;Olivia;2017-11-25;Høylandsvegen 42;98039.0
15392;Holtet;Celina;2019-0-24;Kneiken 60;49495.0
15393;Mellemstrand;Denis;1996-12-9;Stockfleths gate 80;41525.0
15394;Hellesø;Oda;2013-2-17;Drøsshaugan 14;84204.0
15395;Mikalsen;Jesper;2004-7-26;Ørpehaugvegen 34;66448.0
15396;Hansen;Markus;2005-12-7;Majorvegen 42;96793.0
15397;Iqbal;Maja;2017-10-28;Doktorveien 5;78845.0
15398;Alvestad;Matheo;2005-11-12;Steinurbakken 76;84915.0
15399;Jensen;Silje;2016-6-12;Grensen 36;80016.0
15400;Lien;Emilie;2001-7-6;Skeilunden 2;43924.0
15401;Gregersen;Henrik;2012-10-16;Grankollen 56;594.0
15402;Andersen;Mie;2019-0-20;Stridestraumvegen 73;835.0
15403;Halvorsen;Mina;2011-8-8;Sollivegen 67;39941.0
15404;Kristiansen;Live;2009-12-14;Dr. Gregertsens vei 76;86988.0
15405;Johansen;Andreas;1995-0-1;Dugnadsveien 16;83561.0
15406;Flatebø;Tilde;2005-1-5;Skarpsnogata 49;2154.0
15407;Mork;Sigrid;2017-9-19;Breidablikk 14;80741.0
15408;Bergman;Sofie;1997-7-22;Fjordgløttvegen 61;78244.0
15409;Aas;Filip;2011-7-5;Sinsenterrassen 37;60942.0
15410;Grønli;Isaac;2014-2-6;Torevågvegen 57;12849.0
15411;Ringstad;Martin;2001-6-3;Bakkeveien 31;2139.0
15412;Bruaset;Alva;2012-2-21;Gamle Konglung vei 37;10934.0
15413;Hovden;Pernille;2014-1-15;Bjørgefaret 10;60748.0
15414;Nilssen;Daniel;2007-1-6;Verftsveien 43;76968.0
15415;Hanssen;Karoline;2006-8-18;Tokeruddalen Øst 42;72977.0
15416;Thoresen;Leon;1996-10-27;Torpegata 62;51684.0
15417;Lund;Olivia;2012-8-24;Søsterveien 75;30232.0
15418;Borchgrevink;Martine;1999-6-0;Kvålveien 91;86685.0
15419;Bergman;Emma;1996-4-4;Hans Amundsens gate 50;68660.0
15420;Sand;Aksel;2006-4-7;Matrosveien 33;49565.0
15421;Braathen;Jonas;2013-0-6;Barkvegen 84;54950.0
15422;Kristiansen;Jonas;2009-2-7;Reichweins gate 99;64311.0
15423;Tønnessen;Matheo;2004-7-10;Stølshaug 78;93861.0
15424;Leistad;Christoffer;2001-10-7;Blåsteinveien 1;20916.0
15425;Skår;Mathilde;1999-6-20;Jon Sivertsens veg 29;67038.0
15426;Pettersen;Emilia;2009-0-27;Voss gate 35;32052.0
15427;Østgård;Theo;2004-0-21;Kløveråsveien 79;15914.0
15428;Hussein;Mari;2018-8-5;Ruseløkkveien 49;52786.0
15429;Syversen;Ali;2013-11-17;Torsborgveien 53;45240.0
15430;Throndsen;Torben;2006-6-4;Svovelstikka 50;48.0
15431;Breivik;Natalie;1996-6-19;Langelandsvegen 98;94535.0
15432;Knudsen;Casper;1999-11-24;Brandstorpveien 28;38319.0
15433;Johansen;Sara;2012-8-0;Måsesvingen 91;91071.0
15434;Schei;Timian;2017-1-27;Kvietunet 29;34441.0
15435;Sørensen;Olea;2009-9-21;Dugnadsveien 59;50159.0
15436;Vangen;Sarah;2011-12-11;Marbakken 13;59551.0
15437;Brekke;Eirik;1997-9-8;Kolleveien 28;81700.0
15438;Gundersen;Alisa;2007-11-8;Skytterlagsveien 73;74788.0
15439;Svenningsen;Robin;2001-9-15;Seimsleitet 70;53829.0
15440;Johannesen;Theodor;2012-0-16;Skoglien 93;97225.0
15441;Vangen;Kim;1998-0-6;Ruths vei 24;3877.0
15442;Severinsen;Kristian;2000-0-24;Steinurbakken 25;20311.0
15443;Karlsen;Julie;2007-0-26;Kringsjåveien 81;59729.0
15444;Gunnestad;Eline;2014-4-9;Alfheimvegen 15;43348.0
15445;Pedersen;Kamile;2001-2-5;Flesåstunet 36;27857.0
15446;Antonsen;Even;2006-6-22;Båtsmannsveien 6;70319.0
15447;Helleren;Emil;1997-9-20;Budstikken 8;687.0
15448;Bakken;Helena;2009-2-7;Vassfaret 4;91657.0
15449;Heide;Simen;2017-4-25;Strandbråten 19;98519.0
15450;Johansen;David;2012-0-3;Ytterseinesveien 10;14901.0
15451;Gundersen;Tobias;2012-7-16;Håhammartunet 22;73802.0
15452;Aas;Emma;2018-12-7;Hesby 69;47441.0
15453;Nysæther;Håkon;2013-11-21;Hellesteinveien 79;58733.0
15454;Øksendal;Jonas;2006-1-9;Holmejordetveien 94;30846.0
15455;Ommundsen;Håkon;2011-5-22;Vibeveien 48;7507.0
15456;Ottersen;Ludvik;2007-6-13;Brannhaugen 64;52110.0
15457;Aksdal;Emilia;2002-1-24;Isnesveien 29;75444.0
15458;Fossum;Elliot;2007-12-27;Tokeruddalen Øst 88;72988.0
15459;Kolnes;Oliver;2006-5-20;Rådyrstien 18;70412.0
15460;Olsen;Stefan;1999-9-24;Sivert Gjørtlers veg 24;43464.0
15461;Farstad;Erika;1996-10-17;Måsesvingen 64;83648.0
15462;Kvinge;Julie;2013-10-20;Vestbysvingen 58;13043.0
15463;Danielsen;Lara;2009-7-17;Markvegen 66;62558.0
15464;Nikolaisen;Malin;2005-0-4;Ole Irgens vei 100;89125.0
15465;Johansen;Jonas;2010-9-8;Vardeveien 70;24278.0
15466;Nyheim;Sofia;2004-1-28;Mitzellsmauet 45;88420.0
15467;Skråmestø;Angelica;2005-10-23;Nedre Vågen 13;80803.0
15468;Kristiansen;﻿Emma;2015-11-18;Nesahaugen 51;78361.0
15469;Gjerde;Amelia;2008-0-26;Moholmen 37;26717.0
15470;Eriksen;Benjamin;2010-3-20;Storgaten 54;44091.0
15471;Husebø;Erle;2017-9-10;Heimtrøa 71;91566.0
15472;Aarum;Emma;2009-0-1;Vesthagen 37;19829.0
15473;Hernes;Isak;1995-6-12;Ørstvedtøya 50;71352.0
15474;Sollid;Christopher;1999-0-13;Hvidstenveien 11;15759.0
15475;Skeie;Anna;2000-9-28;Olav Aukrusts veg 33;65819.0
15476;Kaur;Noah;2014-4-13;Voss gate 82;4869.0
15477;Heiberg;Vilje;1995-12-25;Gjetaren 74;71584.0
15478;Rognes;Oliver;2010-10-0;Leitebakken 24;14634.0
15479;Hellesø;Daniel;2002-7-21;Magnus Lagabøters veg 56;74479.0
15480;Stadheim;Elina;2001-7-27;Malmveien 58;35505.0
15481;Holte;Gabriella;2016-3-6;Tordenskiolds gate 49;13043.0
15482;Bøe;Petter;2005-10-9;Speiderveien 22;32574.0
15483;Johansen;Casper;2012-1-27;Bergsvingen 33;79497.0
15484;Olsson;William;1995-4-4;Ruths vei 41;7496.0
15485;Kvam;Magnus;2009-1-14;Stranddalsveien 70;75122.0
15486;Nielsen;Marita;2006-4-23;Nedre Vågen 29;37910.0
15487;Nilsen;Josef;1997-0-25;Nisevegen 49;94707.0
15488;Sakshaug;Tuva;2000-1-28;Kleberget 21;40847.0
15489;Gustavsen;Tilde;2010-9-28;Sandbækveien 63;65408.0
15490;Lunde;Julie;2000-1-3;Bregneveien 61;88572.0
15491;Holmedal;Ellen;2013-4-20;Storhaugen 46;5869.0
15492;Ødegård;Mika;2012-1-20;Bergheimsvegen 57;49886.0
15493;Herland;Oliver;2003-10-12;Grankollen 75;44105.0
15494;Bjelland;Lars;2017-0-22;Holeberget 49;38388.0
15495;Jensen;Mathias;1996-6-21;Eikornrødvegen Sør 49;54770.0
15496;Johansen;Mathea;2003-1-9;Albert Moens veg 81;20219.0
15497;Habbestad;Hans;2015-4-18;Tampereveien 79;71501.0
15498;Bergman;Magnus;2003-4-5;Sparresgaten 20;92579.0
15499;Dale;Katarina;2005-9-10;Orreveien 38;40674.0
15500;Linde;Ahmed;2002-3-11;Skolegata 57;83908.0
15501;Nilsen;Andreas;2005-10-8;Molvigkaia 29;6878.0
15502;Heiberg;Ingrid;2006-11-1;Vesterveien 70;24460.0
15503;Sunde;Daniel;2007-12-4;Stranddalsveien 34;19221.0
15504;Nilsen;Oliwia;1995-0-12;Parkveien 50;83012.0
15505;Nyheim;Tor;2004-10-1;Ellefs vei 47;81004.0
15506;Aas;Emil;2012-9-10;Anton Borchs veg 25;10773.0
15507;Ingvaldsen;Ingeborg;2013-12-4;Smedsletta 50;61519.0
15508;Gudbrandsen;Jens;2002-6-14;Gramsborgveien 97;75080.0
15509;Dale;Christian;1999-1-12;Gamle Jåttåvågen 10;13875.0
15510;Pedersen;Sandra;2002-3-27;Gunnar Reiss-andersens gate 30;56672.0
15511;Berntsen;Lærke;1995-3-28;Rambergveien 7;37628.0
15512;Schrøder;Ellinor;2011-9-18;Dyre Vaas vei 43;73727.0
15513;Solheim;Max;1996-0-24;Tevlingveien 64;43067.0
15514;Hetland;Elliot;2002-12-6;Gammelgårdvegen 8;96163.0
15515;Horpestad;Melina;2010-6-2;Kvernkroken 38;27969.0
15516;Bekkelund;Hanna;1996-4-14;Severines veg 94;73855.0
15517;Wang;Jenny;2015-11-5;Bøkleva 84;85592.0
15518;Daleng;Christina;2010-7-23;Riegelsbakken 1;94109.0
15519;Rognmo;Julian;2007-7-9;Furustadveien (uten husnummer) 49;96161.0
15520;Kristiansen;Victor;2018-12-12;Rødtvetkroken 63;99801.0
15521;Rørvik;Sofia;1998-5-3;Songe terrasse 92;88478.0
15522;Flatebø;Julian;2005-0-21;Christen Andersens veg 15;87656.0
15523;Haugland;Luna;2005-9-25;Ivar Skårsets veg 18;46519.0
15524;Vik;Olav;2003-1-3;Hans Amundsens gate 49;83510.0
15525;Pedersen;Alexander;2009-8-5;Lågendalsveien 83;34183.0
15526;Ødegård;Darin;2013-3-17;Bekkegata 64;81714.0
15527;Stokkenes;Aksel;1996-0-1;Siksakveien 32;5569.0
15528;Jansen;Mathias;1997-12-24;Bankbakken 57;54581.0
15529;Jensen;Nora;2011-6-24;Kløverstien 3;86527.0
15530;Vang;Jonathan;2000-1-3;Steinveien 90;67760.0
15531;Karlsen;Jonas;2003-6-7;Serinelystveien 25;5406.0
15532;Stangeland;Maria;2007-4-6;Rødgata 18;61342.0
15533;Olsen;Henrik;2011-3-15;Ulsberghagen 97;13049.0
15534;Johansen;Thomas;2019-0-14;Øvre Krohnåsen 74;40069.0
15535;Eriksen;Ingeborg;2009-2-5;Sandskargata 69;18334.0
15536;Lund;Benjamin;1998-0-17;Turveien 82;51193.0
15537;Aune;Emil;2016-4-11;Bjynnvassdalen 96;58995.0
15538;Andresen;Erika;2009-10-22;Kjosvik 60;50873.0
15539;Tønnessen;Alva;2018-12-24;Peterhofveien 61;39384.0
15540;Skår;Maia;1999-3-22;Moholmen 23;97623.0
15541;Strand;Iris;2016-12-24;Brattbakken 6;83710.0
15542;Rasmussen;Pernille;2012-11-17;Bassengveien 44;20855.0
15543;Danielsen;Charlotte;2000-12-2;Trudvangvegen 58;53409.0
15544;Vonheim;Amalie;2014-11-27;Kyrkslettvegen 11;64582.0
15545;Holm;Andreas;2002-0-9;Konvertorveien 12;60898.0
15546;Svendsen;Anna;2016-4-22;Falkåsen 3;13632.0
15547;Knudsen;Ailo;1995-12-9;De Eldres vei 19;82206.0
15548;Reinertsen;Elina;1997-1-9;Mikkelsbergbakken 65;57733.0
15549;Samuelsen;Christopher;2014-1-12;Dyrstadveien 80;20183.0
15550;Nguyen;Viktor;2011-8-18;Ljansbrukveien 98;53446.0
15551;Bjørdal;Nathalie;2019-12-11;Vallehellene 25;1784.0
15552;Strømmen;Adrian;1999-5-21;Meatjønnshaugen 15;78760.0
15553;Hansen;Thea;2008-2-5;Øvre Bjørkåsen 1;85277.0
15554;Andersen;Cornelius;2003-3-12;Vågsmyrgata 45;16983.0
15555;Gjerde;Oliver;2004-12-13;Nordre Holen 81;75881.0
15556;Bergland;Angelica;2015-11-3;Gulsetkåsa 66;63563.0
15557;Berger;Bo;2018-4-28;Tevlingveien 16;10107.0
15558;Hågensen;Aksel;2019-9-4;Welhavens gate 57;77077.0
15559;Karlsen;Ida;1996-12-20;Rådmann Knudsens gate 72;76920.0
15560;Olsen;Emma;2003-10-6;Grubevegen 99;15006.0
15561;Korsvold;Anders;2015-5-10;Pettersand 20;95508.0
15562;Mørk;Amelia;2019-11-16;Bratta 75;89751.0
15563;Tellefsen;Marius;1995-0-9;Arbeidergata 27;1442.0
15564;Karlsen;Emilie;1999-2-26;Ballestadvegen 47;25178.0
15565;Simonsen;Maja;1999-1-14;Rødhettestien 92;43523.0
15566;Erland;Mats;2016-3-28;Jongskollen 64;103.0
15567;Bjørvik;Linea;1997-7-19;Meisestien 23;14952.0
15568;Bruvoll;Jonas;1997-5-4;Thomassletta 5;12806.0
15569;Holm;Guro;2015-10-18;Gramstadlia 67;12072.0
15570;Larsen;Johanna;2012-4-4;Femdalsund 14;82978.0
15571;Mortensen;Falk;2015-4-8;Majorvegen 26;56217.0
15572;Haug;Celine;2005-4-22;Hekkeløpveien 32;42960.0
15573;Antonsen;Selma;2008-8-11;Vannposten 31;12594.0
15574;Mo;Sigmund;2016-0-27;Blåsteinveien 23;90653.0
15575;Austbø;Petter;2011-7-17;Måsesvingen 25;83207.0
15576;Wold;Arthur;2015-8-9;Øivinds veg 6;98420.0
15577;Wik;Laura;2002-12-14;Frusetholtet 76;84253.0
15578;Bakker;Tuva;2006-12-13;Olav Aukrusts veg 51;33998.0
15579;Tangen;Lucas;2015-6-23;Marierostien 51;3314.0
15580;Gundersen;Sofie;2005-10-0;Seimsleitet 70;61357.0
15581;Solvoll;Mathias;2002-1-0;Sollmanns vei 51;78938.0
15582;Skeie;Lucas;2002-2-12;Åledalsveien 31;12613.0
15583;Andersen;Arnas;2009-7-0;Thaulows vei 11;68621.0
15584;Jensen;Martin;2006-4-8;Nikolaikirkeallmenningen 37;34265.0
15585;Thorkildsen;Maria;1996-12-26;Øvre Frednes veg 88;1408.0
15586;Løberg;Celine;1995-10-16;Nøklebytoppen 24;16283.0
15587;Dahl;Max;2001-5-0;Persvei 87;23650.0
15588;Pedersen;Una;2000-10-17;Strandbråten 11;54353.0
15589;Larsen;Pernille;2006-6-0;Kari Trestakks vei 86;50951.0
15590;Wangberg;Filip;1998-3-8;Markvegen 9;86785.0
15591;Mortensen;Sigrid;1998-5-28;Kråkemyro 43;18783.0
15592;Jacobsen;Andrea;2010-2-19;Hannibalveien 11;34973.0
15593;Tvedt;Gabriel;2019-2-14;Vaglefjellskogen 3;90162.0
15594;Slette;Mathea;2013-9-18;Trudvangvegen 64;89455.0
15595;Bakken;Lucas;2009-4-20;Bahustunet 93;95047.0
15596;Hagen;Syver;1999-8-23;O L Aunes gate 37;46306.0
15597;Solheim;Ida;2015-2-3;Oskar Braatens veg 66;45022.0
15598;Karlson;Julian;2009-6-6;Grindalsgata 66;92465.0
15599;Aune;Ingeborg;2014-3-4;Nansenveien 88;24863.0
15600;Bjørkheim;Muhammad;2018-3-0;Hansøyveien 88;61377.0
15601;Aanonsen;Oliver;1998-1-23;Bevervegen 46;71915.0
15602;Korsvold;Lars;2008-1-15;Klokkargårdsbakken 6;91605.0
15603;Klev;Emine;1999-9-12;Stranddalsveien 58;709.0
15604;Skare;Lene;2007-5-4;Storhauggata 43;19977.0
15605;Heide;Marielle;2013-9-0;Jernverksgata 88;23473.0
15606;Hanssen;Mathias;2009-6-5;Rosenlundveien 73;51821.0
15607;Kvalsund;Sara;2006-12-9;Holmejordetveien 90;67875.0
15608;Andersen;Eva;2000-6-7;Skarpsnogata 84;70122.0
15609;Løkke;Olivia;2013-4-6;Steinvågvegen 81;59826.0
15610;Frigstad;Vetle;1998-0-10;Hans Amundsens gate 75;57647.0
15611;Anti;Simen;1998-11-21;Søndre Fageråsvei 14;10325.0
15612;Pettersen;Torjus;2002-5-10;Lisbeth Nypans veg 67;6232.0
15613;Andersen;Mathias;1997-11-27;Glassverktunet 65;58212.0
15614;Kaya;Vegard;2012-10-5;Skippergaten 71;36099.0
15615;Stangeland;Alva;2017-5-0;Fossumveien 72;12479.0
15616;Rasmussen;Leo;2012-10-12;Håkon Sverressons veg 77;93709.0
15617;Jahren;Arthur;2010-0-27;Nedre Vågen 10;23261.0
15618;Skjerven;Oliver;2008-5-3;Dyrefaret 70;88559.0
15619;Berg;Thea;1995-0-8;Solfjellstubben 10;53521.0
15620;Jørgensen;Pernille;2013-8-16;Svovelstikka 53;75268.0
15621;Helle;Sabrina;2013-1-2;Øvregate 39;12361.0
15622;Digre;Hedda;1996-11-0;Sørflåtveien 79;79445.0
15623;Jespersen;Nora;2019-9-20;Ulsholtveien 54;27049.0
15624;Mæhle;Torbjørn;2006-7-13;Bordalssløyfen 10;44408.0
15625;Kaspersen;Victor;2008-3-2;Melkeveien 15;54550.0
15626;Nørstebø;Sigmund;2011-9-8;Øyern plass 51;95579.0
15627;Bergman;Emine;2005-9-2;Veslevegen 8;95185.0
15628;Bjørkmo;Selmer;2011-12-9;Stærvegen 7;89915.0
15629;Christensen;Mia;2000-5-1;Ruths vei 23;19087.0
15630;Arntzen;Eliah;2009-2-6;Påleklova 43;58067.0
15631;Bruvoll;Adrian;1998-0-5;Einerveien 54;66979.0
15632;Amundsen;Kim;2011-4-25;Ruseløkkveien 23;1941.0
15633;Rohde;Hanna;2016-9-0;Symrebakken 72;10599.0
15634;Hauge;Amalie;2001-6-3;Bråmyra 92;10270.0
15635;Mellemstrand;Marvin;2005-12-13;Ljansbrukveien 51;11554.0
15636;Skeie;Kamile;2018-5-26;Trestegveien 40;76004.0
15637;Mikalsen;Martin;2005-8-10;Kleivastø 70;5490.0
15638;Ruud;Lea;2001-3-2;Jerpeveien 16;35488.0
15639;Habbestad;Johanna;2017-1-3;Norderhovgata 100;50107.0
15640;Aas;Aron;2003-12-17;Sivert Gjørtlers veg 94;22486.0
15641;Hansen;Erik;2002-11-8;Eckmannsbakken 96;47400.0
15642;Nilsen;Even;1999-12-28;Byfoged Finnes gate 98;54378.0
15643;Berg;Wilma;2019-12-26;Svehaug 72;29285.0
15644;Vik;Teja;1996-0-7;Gustav A Devolds gate 82;41240.0
15645;Andorsen;Filip;2002-9-22;Ulveveien 62;61335.0
15646;Fossum;Lina;2008-10-22;Sveiserveien 84;73066.0
15647;Stokkenes;Wilma;1999-5-22;Westvang 85;92627.0
15648;Kaur;Adrian;2003-10-18;Christen Andersens veg 67;4608.0
15649;Wangberg;Tia;2003-12-21;Buergrenda 44;52594.0
15650;Lien;Mathea;2017-8-23;Nedre Prestavegen 92;54233.0
15651;Johansen;Emma;2005-2-21;Axel Dahls terrasse 35;24592.0
15652;Tvedt;William;2015-0-8;Kvernkroken 59;417.0
15653;Toresen;Line;2002-12-7;Vidars vei 47;49486.0
15654;Steine;Emilie;2003-9-9;Rødgata 82;67221.0
15655;Meland;Sofie;2013-12-12;Grønliveien 52;54453.0
15656;Austbø;Marte;1998-11-8;Kokleheia 63;85319.0
15657;Løken;Ella;2014-1-24;Tungen 95;91671.0
15658;Tønder;Jenny;2006-8-6;Knattenvegen 78;67666.0
15659;Sollie;Oscar;2015-4-17;Nordre Fjellgate 93;12919.0
15660;Berger;Julian;2019-7-6;Nedre Kulås vei 89;11580.0
15661;Sylte;Emine;1996-9-17;Fjordgløttvegen 83;1787.0
15662;Rønning;Andrea;2000-5-10;Rugdeberget 53;2454.0
15663;Engeset;Elias;2014-1-13;Thomassletta 28;79879.0
15664;Syversen;Andreas;2005-8-17;Mathias Bruns gate 30;5860.0
15665;Eriksen;Thea;2011-11-3;Frogner plass 15;39992.0
15666;Lie;Sofie;2002-8-25;Husvikveien 9;59141.0
15667;Joakimsen;Jonas;2007-5-0;Roald Amundsens veg 56;93360.0
15668;Karlsen;Sander;2018-0-12;Rådyrbakken 40;50931.0
15669;Odden;Ebba;2011-4-2;Kila 67;61332.0
15670;Graff;Magnus;1998-12-3;Glassverktunet 86;79784.0
15671;Safi;Wilma;2001-1-11;Brinken 58;28983.0
15672;Rustad;Kristoffer;2019-6-17;Hjorteveien 93;13174.0
15673;Stokkenes;Sigrid;2006-8-5;Ulrikskvern 34;8137.0
15674;Andersen;Sander;2001-4-11;Sundevegen 59;35190.0
15675;Jensen;Sebastian;2009-5-1;Matrosvegen 64;22839.0
15676;Sivertsen;Lucas;1999-5-25;Garverigata 18;54849.0
15677;Amundsen;Bartosz;2019-6-3;Solbergveien 60;81330.0
15678;Jahren;Sofia;1998-7-8;Vaglefjellbakken 85;97064.0
15679;Larsen;Nora;2013-9-21;Ågårdvegen 62;36377.0
15680;Haug;Nora;2017-1-3;Håkon Sverressons veg 76;55290.0
15681;Waage;Martha;2001-2-28;Rikard Kaarbøs gate 48;6180.0
15682;Hegdal;Katrina;2011-3-15;Ammerudhellinga 29;98777.0
15683;Svendsen;Mikael;1996-4-19;Londalen 3;4435.0
15684;Andersen;Maia;2001-3-6;Oppsaltoppen 69;64724.0
15685;Skogen;Synne;1996-2-7;Yttervikveien 94;78859.0
15686;Nilsen;Tiril;2009-10-10;Sandshagan 65;59580.0
15687;Jensen;Aurora;1997-3-4;Eikornrødvegen Sør 3;8027.0
15688;Andorsen;Sandra;2008-12-17;Bernt Balchens vei 90;63695.0
15689;Johnsen;Sigrid;2019-1-23;Skeilunden 81;21518.0
15690;Miller;Nicolas;2011-0-1;Klostervegen 19;81050.0
15691;Nilsen;Even;2008-0-19;Bruksvegen 12;28861.0
15692;Johnsen;Ailo;1999-6-25;Th.Kittelsens gate 92;96528.0
15693;Sivertsen;Adrian;1997-6-7;Måmyrstien 66;81962.0
15694;Nøttveit;Synne;2013-2-26;Rosesmauet 46;86844.0
15695;Mortensen;Simon;2017-3-10;Professorveien 5;8619.0
15696;Johansen;Marvin;2017-1-18;Rødskiferveien 7;76103.0
15697;Johansen;Even;1995-3-26;Bekkefaret 33;20011.0
15698;Otterstad;Jørgen;2003-11-21;Thomas Von Westens gate 62;14183.0
15699;Larsen;Jens;2011-0-7;Kamperhauggata 86;74047.0
15700;Iversen;Amelia;2015-2-11;Berghusvegen 25;8600.0
15701;Martinussen;Karolina;2019-12-4;Hauges vei 94;66589.0
15702;Førland;Sofie;2010-10-0;Knattenvegen 54;91905.0
15703;Rasmussen;Kian;2013-3-2;Gjellum terrasse 46;5254.0
15704;Trondsen;Ailo;2002-3-7;Telthusveien 21;27569.0
15705;Sæther;Mina;2002-0-2;Hønskogen 14;31161.0
15706;Sæbø;Josef;2019-3-5;Bliksrudveien 39;72469.0
15707;Sleire;Dennis;2019-2-0;Ånesveien 87;74509.0
15708;Olsen;Elias;2001-12-0;Kirseboms vei 67;93691.0
15709;Kolnes;Andreas;2009-0-7;Bernhusveien 67;22882.0
15710;Holth;Sandra;2008-4-28;Solbakkeåsen 52;65718.0
15711;Klev;Leo;2002-11-19;Aagot Gjems Selmers veg 24;37064.0
15712;Kolsrud;Tor;1996-6-27;Norderhovgata 7;94388.0
15713;Øyen;Isak;1999-12-1;Kjelleviktoppen 76;45804.0
15714;Austbø;Viktoria;2014-9-7;Dr. Gregertsens vei 72;11325.0
